TS,Value
2013-06-29 01:00:00,235
2013-06-29 02:00:00,173
2013-06-29 03:00:00,91
2013-06-29 04:00:00,119
2013-06-29 05:00:00,58
2013-06-29 06:00:00,69
2013-06-29 07:00:00,101
2013-06-29 08:00:00,153
2013-06-29 09:00:00,271
2013-06-29 10:00:00,410
2013-06-29 11:00:00,463
2013-06-29 12:00:00,617
2013-06-29 13:00:00,742
2013-06-29 14:00:00,655
2013-06-29 15:00:00,581
2013-06-29 16:00:00,555
2013-06-29 17:00:00,268
2013-06-29 18:00:00,260
2013-06-29 19:00:00,276
2013-06-29 20:00:00,418
2013-06-29 21:00:00,458
2013-06-29 22:00:00,493
2013-06-29 23:00:00,482
2013-06-30 00:00:00,352
2013-06-30 01:00:00,193
2013-06-30 02:00:00,167
2013-06-30 03:00:00,120
2013-06-30 04:00:00,90
2013-06-30 05:00:00,69
2013-06-30 06:00:00,38
2013-06-30 07:00:00,43
2013-06-30 08:00:00,78
2013-06-30 09:00:00,89
2013-06-30 10:00:00,141
2013-06-30 11:00:00,222
2013-06-30 12:00:00,217
2013-06-30 13:00:00,301
2013-06-30 14:00:00,409
2013-06-30 15:00:00,381
2013-06-30 16:00:00,262
2013-06-30 17:00:00,160
2013-06-30 18:00:00,186
2013-06-30 19:00:00,261
2013-06-30 20:00:00,339
2013-06-30 21:00:00,454
2013-06-30 22:00:00,557
2013-06-30 23:00:00,498
2013-07-01 00:00:00,419
2013-07-01 01:00:00,258
2013-07-01 02:00:00,102
2013-07-01 03:00:00,57
2013-07-01 04:00:00,56
2013-07-01 05:00:00,32
2013-07-01 06:00:00,34
2013-07-01 07:00:00,80
2013-07-01 08:00:00,356
2013-07-01 09:00:00,983
2013-07-01 10:00:00,1335
2013-07-01 11:00:00,1210
2013-07-01 12:00:00,1155
2013-07-01 13:00:00,1129
2013-07-01 14:00:00,1084
2013-07-01 15:00:00,1195
2013-07-01 16:00:00,1017
2013-07-01 17:00:00,897
2013-07-01 18:00:00,962
2013-07-01 19:00:00,995
2013-07-01 20:00:00,983
2013-07-01 21:00:00,1000
2013-07-01 22:00:00,825
2013-07-01 23:00:00,591
2013-07-02 00:00:00,378
2013-07-02 01:00:00,170
2013-07-02 02:00:00,97
2013-07-02 03:00:00,62
2013-07-02 04:00:00,45
2013-07-02 05:00:00,66
2013-07-02 06:00:00,57
2013-07-02 07:00:00,126
2013-07-02 08:00:00,361
2013-07-02 09:00:00,920
2013-07-02 10:00:00,1347
2013-07-02 11:00:00,1241
2013-07-02 12:00:00,990
2013-07-02 13:00:00,953
2013-07-02 14:00:00,1000
2013-07-02 15:00:00,1122
2013-07-02 16:00:00,1014
2013-07-02 17:00:00,829
2013-07-02 18:00:00,760
2013-07-02 19:00:00,920
2013-07-02 20:00:00,915
2013-07-02 21:00:00,907
2013-07-02 22:00:00,695
2013-07-02 23:00:00,532
2013-07-03 00:00:00,375
2013-07-03 01:00:00,154
2013-07-03 02:00:00,84
2013-07-03 03:00:00,85
2013-07-03 04:00:00,34
2013-07-03 05:00:00,56
2013-07-03 06:00:00,46
2013-07-03 07:00:00,128
2013-07-03 08:00:00,366
2013-07-03 09:00:00,1029
2013-07-03 10:00:00,1328
2013-07-03 11:00:00,1214
2013-07-03 12:00:00,974
2013-07-03 13:00:00,1204
2013-07-03 14:00:00,1101
2013-07-03 15:00:00,1159
2013-07-03 16:00:00,1017
2013-07-03 17:00:00,660
2013-07-03 18:00:00,778
2013-07-03 19:00:00,808
2013-07-03 20:00:00,901
2013-07-03 21:00:00,873
2013-07-03 22:00:00,677
2013-07-03 23:00:00,626
2013-07-04 00:00:00,359
2013-07-04 01:00:00,163
2013-07-04 02:00:00,135
2013-07-04 03:00:00,89
2013-07-04 04:00:00,49
2013-07-04 05:00:00,43
2013-07-04 06:00:00,58
2013-07-04 07:00:00,142
2013-07-04 08:00:00,345
2013-07-04 09:00:00,889
2013-07-04 10:00:00,1316
2013-07-04 11:00:00,1057
2013-07-04 12:00:00,1054
2013-07-04 13:00:00,1253
2013-07-04 14:00:00,1011
2013-07-04 15:00:00,1048
2013-07-04 16:00:00,1123
2013-07-04 17:00:00,862
2013-07-04 18:00:00,864
2013-07-04 19:00:00,833
2013-07-04 20:00:00,952
2013-07-04 21:00:00,937
2013-07-04 22:00:00,789
2013-07-04 23:00:00,669
2013-07-05 00:00:00,348
2013-07-05 01:00:00,143
2013-07-05 02:00:00,149
2013-07-05 03:00:00,88
2013-07-05 04:00:00,62
2013-07-05 05:00:00,59
2013-07-05 06:00:00,54
2013-07-05 07:00:00,95
2013-07-05 08:00:00,370
2013-07-05 09:00:00,932
2013-07-05 10:00:00,1337
2013-07-05 11:00:00,1219
2013-07-05 12:00:00,1125
2013-07-05 13:00:00,1110
2013-07-05 14:00:00,1212
2013-07-05 15:00:00,1113
2013-07-05 16:00:00,1171
2013-07-05 17:00:00,862
2013-07-05 18:00:00,694
2013-07-05 19:00:00,744
2013-07-05 20:00:00,839
2013-07-05 21:00:00,887
2013-07-05 22:00:00,815
2013-07-05 23:00:00,686
2013-07-06 00:00:00,568
2013-07-06 01:00:00,221
2013-07-06 02:00:00,170
2013-07-06 03:00:00,146
2013-07-06 04:00:00,101
2013-07-06 05:00:00,92
2013-07-06 06:00:00,53
2013-07-06 07:00:00,119
2013-07-06 08:00:00,160
2013-07-06 09:00:00,269
2013-07-06 10:00:00,374
2013-07-06 11:00:00,462
2013-07-06 12:00:00,612
2013-07-06 13:00:00,756
2013-07-06 14:00:00,709
2013-07-06 15:00:00,571
2013-07-06 16:00:00,417
2013-07-06 17:00:00,251
2013-07-06 18:00:00,238
2013-07-06 19:00:00,267
2013-07-06 20:00:00,266
2013-07-06 21:00:00,346
2013-07-06 22:00:00,442
2013-07-06 23:00:00,424
2013-07-07 00:00:00,339
2013-07-07 01:00:00,231
2013-07-07 02:00:00,193
2013-07-07 03:00:00,115
2013-07-07 04:00:00,86
2013-07-07 05:00:00,64
2013-07-07 06:00:00,42
2013-07-07 07:00:00,65
2013-07-07 08:00:00,66
2013-07-07 09:00:00,102
2013-07-07 10:00:00,157
2013-07-07 11:00:00,212
2013-07-07 12:00:00,231
2013-07-07 13:00:00,312
2013-07-07 14:00:00,354
2013-07-07 15:00:00,295
2013-07-07 16:00:00,214
2013-07-07 17:00:00,166
2013-07-07 18:00:00,160
2013-07-07 19:00:00,248
2013-07-07 20:00:00,261
2013-07-07 21:00:00,391
2013-07-07 22:00:00,489
2013-07-07 23:00:00,515
2013-07-08 00:00:00,419
2013-07-08 01:00:00,269
2013-07-08 02:00:00,127
2013-07-08 03:00:00,82
2013-07-08 04:00:00,35
2013-07-08 05:00:00,35
2013-07-08 06:00:00,24
2013-07-08 07:00:00,111
2013-07-08 08:00:00,313
2013-07-08 09:00:00,928
2013-07-08 10:00:00,1239
2013-07-08 11:00:00,1182
2013-07-08 12:00:00,1120
2013-07-08 13:00:00,1135
2013-07-08 14:00:00,1046
2013-07-08 15:00:00,1119
2013-07-08 16:00:00,994
2013-07-08 17:00:00,764
2013-07-08 18:00:00,700
2013-07-08 19:00:00,761
2013-07-08 20:00:00,853
2013-07-08 21:00:00,926
2013-07-08 22:00:00,686
2013-07-08 23:00:00,504
2013-07-09 00:00:00,280
2013-07-09 01:00:00,195
2013-07-09 02:00:00,98
2013-07-09 03:00:00,53
2013-07-09 04:00:00,44
2013-07-09 05:00:00,63
2013-07-09 06:00:00,37
2013-07-09 07:00:00,135
2013-07-09 08:00:00,417
2013-07-09 09:00:00,1025
2013-07-09 10:00:00,1276
2013-07-09 11:00:00,1187
2013-07-09 12:00:00,1128
2013-07-09 13:00:00,1031
2013-07-09 14:00:00,1059
2013-07-09 15:00:00,946
2013-07-09 16:00:00,1071
2013-07-09 17:00:00,752
2013-07-09 18:00:00,725
2013-07-09 19:00:00,747
2013-07-09 20:00:00,889
2013-07-09 21:00:00,874
2013-07-09 22:00:00,818
2013-07-09 23:00:00,520
2013-07-10 00:00:00,367
2013-07-10 01:00:00,198
2013-07-10 02:00:00,130
2013-07-10 03:00:00,76
2013-07-10 04:00:00,56
2013-07-10 05:00:00,60
2013-07-10 06:00:00,43
2013-07-10 07:00:00,99
2013-07-10 08:00:00,323
2013-07-10 09:00:00,610
2013-07-10 10:00:00,539
2013-07-10 11:00:00,531
2013-07-10 12:00:00,511
2013-07-10 13:00:00,578
2013-07-10 14:00:00,475
2013-07-10 15:00:00,637
2013-07-10 16:00:00,1059
2013-07-10 17:00:00,782
2013-07-10 18:00:00,831
2013-07-10 19:00:00,691
2013-07-10 20:00:00,835
2013-07-10 21:00:00,605
2013-07-10 22:00:00,662
2013-07-10 23:00:00,498
2013-07-11 00:00:00,321
2013-07-11 01:00:00,169
2013-07-11 02:00:00,102
2013-07-11 03:00:00,83
2013-07-11 04:00:00,64
2013-07-11 05:00:00,60
2013-07-11 06:00:00,63
2013-07-11 07:00:00,127
2013-07-11 08:00:00,366
2013-07-11 09:00:00,882
2013-07-11 10:00:00,1270
2013-07-11 11:00:00,1140
2013-07-11 12:00:00,1092
2013-07-11 13:00:00,1000
2013-07-11 14:00:00,1081
2013-07-11 15:00:00,1157
2013-07-11 16:00:00,1047
2013-07-11 17:00:00,753
2013-07-11 18:00:00,786
2013-07-11 19:00:00,747
2013-07-11 20:00:00,914
2013-07-11 21:00:00,886
2013-07-11 22:00:00,744
2013-07-11 23:00:00,592
2013-07-12 00:00:00,309
2013-07-12 01:00:00,224
2013-07-12 02:00:00,145
2013-07-12 03:00:00,85
2013-07-12 04:00:00,59
2013-07-12 05:00:00,66
2013-07-12 06:00:00,75
2013-07-12 07:00:00,139
2013-07-12 08:00:00,353
2013-07-12 09:00:00,941
2013-07-12 10:00:00,1221
2013-07-12 11:00:00,1222
2013-07-12 12:00:00,1089
2013-07-12 13:00:00,1114
2013-07-12 14:00:00,1171
2013-07-12 15:00:00,1067
2013-07-12 16:00:00,1170
2013-07-12 17:00:00,819
2013-07-12 18:00:00,762
2013-07-12 19:00:00,823
2013-07-12 20:00:00,985
2013-07-12 21:00:00,936
2013-07-12 22:00:00,815
2013-07-12 23:00:00,594
2013-07-13 00:00:00,382
2013-07-13 01:00:00,214
2013-07-13 02:00:00,148
2013-07-13 03:00:00,115
2013-07-13 04:00:00,92
2013-07-13 05:00:00,95
2013-07-13 06:00:00,57
2013-07-13 07:00:00,104
2013-07-13 08:00:00,161
2013-07-13 09:00:00,232
2013-07-13 10:00:00,348
2013-07-13 11:00:00,456
2013-07-13 12:00:00,578
2013-07-13 13:00:00,687
2013-07-13 14:00:00,618
2013-07-13 15:00:00,565
2013-07-13 16:00:00,437
2013-07-13 17:00:00,223
2013-07-13 18:00:00,234
2013-07-13 19:00:00,303
2013-07-13 20:00:00,284
2013-07-13 21:00:00,365
2013-07-13 22:00:00,379
2013-07-13 23:00:00,395
2013-07-14 00:00:00,356
2013-07-14 01:00:00,222
2013-07-14 02:00:00,142
2013-07-14 03:00:00,123
2013-07-14 04:00:00,119
2013-07-14 05:00:00,65
2013-07-14 06:00:00,31
2013-07-14 07:00:00,51
2013-07-14 08:00:00,75
2013-07-14 09:00:00,77
2013-07-14 10:00:00,127
2013-07-14 11:00:00,168
2013-07-14 12:00:00,251
2013-07-14 13:00:00,269
2013-07-14 14:00:00,403
2013-07-14 15:00:00,318
2013-07-14 16:00:00,198
2013-07-14 17:00:00,122
2013-07-14 18:00:00,174
2013-07-14 19:00:00,211
2013-07-14 20:00:00,297
2013-07-14 21:00:00,402
2013-07-14 22:00:00,457
2013-07-14 23:00:00,410
2013-07-15 00:00:00,357
2013-07-15 01:00:00,215
2013-07-15 02:00:00,163
2013-07-15 03:00:00,72
2013-07-15 04:00:00,49
2013-07-15 05:00:00,29
2013-07-15 06:00:00,42
2013-07-15 07:00:00,71
2013-07-15 08:00:00,332
2013-07-15 09:00:00,906
2013-07-15 10:00:00,1213
2013-07-15 11:00:00,1152
2013-07-15 12:00:00,1069
2013-07-15 13:00:00,1085
2013-07-15 14:00:00,1085
2013-07-15 15:00:00,1017
2013-07-15 16:00:00,996
2013-07-15 17:00:00,724
2013-07-15 18:00:00,680
2013-07-15 19:00:00,824
2013-07-15 20:00:00,863
2013-07-15 21:00:00,890
2013-07-15 22:00:00,732
2013-07-15 23:00:00,557
2013-07-16 00:00:00,307
2013-07-16 01:00:00,161
2013-07-16 02:00:00,109
2013-07-16 03:00:00,64
2013-07-16 04:00:00,45
2013-07-16 05:00:00,52
2013-07-16 06:00:00,52
2013-07-16 07:00:00,101
2013-07-16 08:00:00,405
2013-07-16 09:00:00,937
2013-07-16 10:00:00,1199
2013-07-16 11:00:00,1197
2013-07-16 12:00:00,1102
2013-07-16 13:00:00,1060
2013-07-16 14:00:00,903
2013-07-16 15:00:00,1012
2013-07-16 16:00:00,962
2013-07-16 17:00:00,749
2013-07-16 18:00:00,710
2013-07-16 19:00:00,723
2013-07-16 20:00:00,791
2013-07-16 21:00:00,933
2013-07-16 22:00:00,628
2013-07-16 23:00:00,561
2013-07-17 00:00:00,316
2013-07-17 01:00:00,140
2013-07-17 02:00:00,116
2013-07-17 03:00:00,79
2013-07-17 04:00:00,59
2013-07-17 05:00:00,65
2013-07-17 06:00:00,57
2013-07-17 07:00:00,106
2013-07-17 08:00:00,351
2013-07-17 09:00:00,947
2013-07-17 10:00:00,1171
2013-07-17 11:00:00,1153
2013-07-17 12:00:00,1010
2013-07-17 13:00:00,1079
2013-07-17 14:00:00,1027
2013-07-17 15:00:00,1096
2013-07-17 16:00:00,920
2013-07-17 17:00:00,758
2013-07-17 18:00:00,853
2013-07-17 19:00:00,859
2013-07-17 20:00:00,924
2013-07-17 21:00:00,986
2013-07-17 22:00:00,839
2013-07-17 23:00:00,593
2013-07-18 00:00:00,407
2013-07-18 01:00:00,187
2013-07-18 02:00:00,175
2013-07-18 03:00:00,99
2013-07-18 04:00:00,63
2013-07-18 05:00:00,78
2013-07-18 06:00:00,65
2013-07-18 07:00:00,122
2013-07-18 08:00:00,447
2013-07-18 09:00:00,1032
2013-07-18 10:00:00,1337
2013-07-18 11:00:00,1304
2013-07-18 12:00:00,1123
2013-07-18 13:00:00,1295
2013-07-18 14:00:00,1109
2013-07-18 15:00:00,1220
2013-07-18 16:00:00,1165
2013-07-18 17:00:00,925
2013-07-18 18:00:00,836
2013-07-18 19:00:00,939
2013-07-18 20:00:00,927
2013-07-18 21:00:00,926
2013-07-18 22:00:00,791
2013-07-18 23:00:00,642
2013-07-19 00:00:00,442
2013-07-19 01:00:00,222
2013-07-19 02:00:00,163
2013-07-19 03:00:00,98
2013-07-19 04:00:00,72
2013-07-19 05:00:00,72
2013-07-19 06:00:00,75
2013-07-19 07:00:00,154
2013-07-19 08:00:00,370
2013-07-19 09:00:00,993
2013-07-19 10:00:00,1274
2013-07-19 11:00:00,1085
2013-07-19 12:00:00,1125
2013-07-19 13:00:00,1297
2013-07-19 14:00:00,1262
2013-07-19 15:00:00,1213
2013-07-19 16:00:00,1095
2013-07-19 17:00:00,841
2013-07-19 18:00:00,732
2013-07-19 19:00:00,808
2013-07-19 20:00:00,1020
2013-07-19 21:00:00,915
2013-07-19 22:00:00,832
2013-07-19 23:00:00,762
2013-07-20 00:00:00,462
2013-07-20 01:00:00,279
2013-07-20 02:00:00,193
2013-07-20 03:00:00,118
2013-07-20 04:00:00,95
2013-07-20 05:00:00,93
2013-07-20 06:00:00,72
2013-07-20 07:00:00,127
2013-07-20 08:00:00,156
2013-07-20 09:00:00,231
2013-07-20 10:00:00,364
2013-07-20 11:00:00,550
2013-07-20 12:00:00,672
2013-07-20 13:00:00,663
2013-07-20 14:00:00,688
2013-07-20 15:00:00,624
2013-07-20 16:00:00,464
2013-07-20 17:00:00,270
2013-07-20 18:00:00,271
2013-07-20 19:00:00,240
2013-07-20 20:00:00,333
2013-07-20 21:00:00,366
2013-07-20 22:00:00,532
2013-07-20 23:00:00,431
2013-07-21 00:00:00,382
2013-07-21 01:00:00,238
2013-07-21 02:00:00,164
2013-07-21 03:00:00,142
2013-07-21 04:00:00,180
2013-07-21 05:00:00,72
2013-07-21 06:00:00,51
2013-07-21 07:00:00,56
2013-07-21 08:00:00,70
2013-07-21 09:00:00,102
2013-07-21 10:00:00,135
2013-07-21 11:00:00,185
2013-07-21 12:00:00,269
2013-07-21 13:00:00,373
2013-07-21 14:00:00,384
2013-07-21 15:00:00,363
2013-07-21 16:00:00,230
2013-07-21 17:00:00,176
2013-07-21 18:00:00,162
2013-07-21 19:00:00,254
2013-07-21 20:00:00,334
2013-07-21 21:00:00,463
2013-07-21 22:00:00,520
2013-07-21 23:00:00,562
2013-07-22 00:00:00,393
2013-07-22 01:00:00,311
2013-07-22 02:00:00,216
2013-07-22 03:00:00,80
2013-07-22 04:00:00,48
2013-07-22 05:00:00,19
2013-07-22 06:00:00,41
2013-07-22 07:00:00,98
2013-07-22 08:00:00,402
2013-07-22 09:00:00,980
2013-07-22 10:00:00,1398
2013-07-22 11:00:00,1156
2013-07-22 12:00:00,1206
2013-07-22 13:00:00,1193
2013-07-22 14:00:00,1266
2013-07-22 15:00:00,1079
2013-07-22 16:00:00,1132
2013-07-22 17:00:00,810
2013-07-22 18:00:00,844
2013-07-22 19:00:00,822
2013-07-22 20:00:00,975
2013-07-22 21:00:00,877
2013-07-22 22:00:00,774
2013-07-22 23:00:00,574
2013-07-23 00:00:00,365
2013-07-23 01:00:00,200
2013-07-23 02:00:00,147
2013-07-23 03:00:00,74
2013-07-23 04:00:00,67
2013-07-23 05:00:00,70
2013-07-23 06:00:00,58
2013-07-23 07:00:00,142
2013-07-23 08:00:00,427
2013-07-23 09:00:00,1040
2013-07-23 10:00:00,1440
2013-07-23 11:00:00,1239
2013-07-23 12:00:00,827
2013-07-23 13:00:00,329
2013-07-23 14:00:00,485
2013-07-23 15:00:00,498
2013-07-23 16:00:00,495
2013-07-23 17:00:00,380
2013-07-23 18:00:00,419
2013-07-23 19:00:00,371
2013-07-23 20:00:00,422
2013-07-23 21:00:00,423
2013-07-23 22:00:00,407
2013-07-23 23:00:00,288
2013-07-24 00:00:00,181
2013-07-24 01:00:00,92
2013-07-24 02:00:00,70
2013-07-24 03:00:00,32
2013-07-24 04:00:00,25
2013-07-24 05:00:00,41
2013-07-24 06:00:00,26
2013-07-24 07:00:00,70
2013-07-24 08:00:00,198
2013-07-24 09:00:00,423
2013-07-24 10:00:00,571
2013-07-24 11:00:00,587
2013-07-24 12:00:00,472
2013-07-24 13:00:00,510
2013-07-24 14:00:00,516
2013-07-24 15:00:00,539
2013-07-24 16:00:00,547
2013-07-24 17:00:00,441
2013-07-24 18:00:00,427
2013-07-24 19:00:00,354
2013-07-24 20:00:00,415
2013-07-24 21:00:00,444
2013-07-24 22:00:00,389
2013-07-24 23:00:00,229
2013-07-25 00:00:00,180
2013-07-25 01:00:00,99
2013-07-25 02:00:00,70
2013-07-25 03:00:00,47
2013-07-25 04:00:00,25
2013-07-25 05:00:00,34
2013-07-25 06:00:00,34
2013-07-25 07:00:00,53
2013-07-25 08:00:00,190
2013-07-25 09:00:00,405
2013-07-25 10:00:00,624
2013-07-25 11:00:00,576
2013-07-25 12:00:00,557
2013-07-25 13:00:00,475
2013-07-25 14:00:00,546
2013-07-25 15:00:00,576
2013-07-25 16:00:00,496
2013-07-25 17:00:00,345
2013-07-25 18:00:00,364
2013-07-25 19:00:00,413
2013-07-25 20:00:00,407
2013-07-25 21:00:00,454
2013-07-25 22:00:00,414
2013-07-25 23:00:00,271
2013-07-26 00:00:00,165
2013-07-26 01:00:00,115
2013-07-26 02:00:00,98
2013-07-26 03:00:00,62
2013-07-26 04:00:00,35
2013-07-26 05:00:00,52
2013-07-26 06:00:00,42
2013-07-26 07:00:00,62
2013-07-26 08:00:00,209
2013-07-26 09:00:00,450
2013-07-26 10:00:00,572
2013-07-26 11:00:00,544
2013-07-26 12:00:00,596
2013-07-26 13:00:00,533
2013-07-26 14:00:00,640
2013-07-26 15:00:00,573
2013-07-26 16:00:00,498
2013-07-26 17:00:00,409
2013-07-26 18:00:00,383
2013-07-26 19:00:00,339
2013-07-26 20:00:00,431
2013-07-26 21:00:00,475
2013-07-26 22:00:00,383
2013-07-26 23:00:00,379
2013-07-27 00:00:00,204
2013-07-27 01:00:00,130
2013-07-27 02:00:00,106
2013-07-27 03:00:00,69
2013-07-27 04:00:00,63
2013-07-27 05:00:00,47
2013-07-27 06:00:00,41
2013-07-27 07:00:00,49
2013-07-27 08:00:00,88
2013-07-27 09:00:00,155
2013-07-27 10:00:00,143
2013-07-27 11:00:00,218
2013-07-27 12:00:00,269
2013-07-27 13:00:00,332
2013-07-27 14:00:00,355
2013-07-27 15:00:00,342
2013-07-27 16:00:00,243
2013-07-27 17:00:00,124
2013-07-27 18:00:00,103
2013-07-27 19:00:00,126
2013-07-27 20:00:00,188
2013-07-27 21:00:00,225
2013-07-27 22:00:00,247
2013-07-27 23:00:00,172
2013-07-28 00:00:00,156
2013-07-28 01:00:00,92
2013-07-28 02:00:00,86
2013-07-28 03:00:00,64
2013-07-28 04:00:00,50
2013-07-28 05:00:00,16
2013-07-28 06:00:00,19
2013-07-28 07:00:00,34
2013-07-28 08:00:00,31
2013-07-28 09:00:00,52
2013-07-28 10:00:00,67
2013-07-28 11:00:00,100
2013-07-28 12:00:00,100
2013-07-28 13:00:00,127
2013-07-28 14:00:00,169
2013-07-28 15:00:00,184
2013-07-28 16:00:00,87
2013-07-28 17:00:00,74
2013-07-28 18:00:00,127
2013-07-28 19:00:00,133
2013-07-28 20:00:00,142
2013-07-28 21:00:00,238
2013-07-28 22:00:00,254
2013-07-28 23:00:00,265
2013-07-29 00:00:00,162
2013-07-29 01:00:00,137
2013-07-29 02:00:00,82
2013-07-29 03:00:00,37
2013-07-29 04:00:00,21
2013-07-29 05:00:00,17
2013-07-29 06:00:00,23
2013-07-29 07:00:00,62
2013-07-29 08:00:00,182
2013-07-29 09:00:00,392
2013-07-29 10:00:00,614
2013-07-29 11:00:00,510
2013-07-29 12:00:00,577
2013-07-29 13:00:00,552
2013-07-29 14:00:00,473
2013-07-29 15:00:00,516
2013-07-29 16:00:00,471
2013-07-29 17:00:00,351
2013-07-29 18:00:00,358
2013-07-29 19:00:00,391
2013-07-29 20:00:00,457
2013-07-29 21:00:00,451
2013-07-29 22:00:00,323
2013-07-29 23:00:00,263
2013-07-30 00:00:00,193
2013-07-30 01:00:00,89
2013-07-30 02:00:00,57
2013-07-30 03:00:00,46
2013-07-30 04:00:00,30
2013-07-30 05:00:00,30
2013-07-30 06:00:00,26
2013-07-30 07:00:00,79
2013-07-30 08:00:00,204
2013-07-30 09:00:00,439
2013-07-30 10:00:00,572
2013-07-30 11:00:00,540
2013-07-30 12:00:00,466
2013-07-30 13:00:00,512
2013-07-30 14:00:00,552
2013-07-30 15:00:00,562
2013-07-30 16:00:00,488
2013-07-30 17:00:00,372
2013-07-30 18:00:00,324
2013-07-30 19:00:00,345
2013-07-30 20:00:00,427
2013-07-30 21:00:00,404
2013-07-30 22:00:00,368
2013-07-30 23:00:00,273
2013-07-31 00:00:00,124
2013-07-31 01:00:00,69
2013-07-31 02:00:00,66
2013-07-31 03:00:00,33
2013-07-31 04:00:00,34
2013-07-31 05:00:00,46
2013-07-31 06:00:00,26
2013-07-31 07:00:00,52
2013-07-31 08:00:00,167
2013-07-31 09:00:00,366
2013-07-31 10:00:00,572
2013-07-31 11:00:00,590
2013-07-31 12:00:00,499
2013-07-31 13:00:00,507
2013-07-31 14:00:00,551
2013-07-31 15:00:00,509
2013-07-31 16:00:00,490
2013-07-31 17:00:00,371
2013-07-31 18:00:00,371
2013-07-31 19:00:00,344
2013-07-31 20:00:00,477
2013-07-31 21:00:00,871
2013-07-31 22:00:00,790
2013-07-31 23:00:00,583
2013-08-01 00:00:00,364
2013-08-01 01:00:00,205
2013-08-01 02:00:00,159
2013-08-01 03:00:00,98
2013-08-01 04:00:00,58
2013-08-01 05:00:00,49
2013-08-01 06:00:00,50
2013-08-01 07:00:00,129
2013-08-01 08:00:00,366
2013-08-01 09:00:00,923
2013-08-01 10:00:00,1155
2013-08-01 11:00:00,1149
2013-08-01 12:00:00,1104
2013-08-01 13:00:00,1096
2013-08-01 14:00:00,1164
2013-08-01 15:00:00,1132
2013-08-01 16:00:00,1030
2013-08-01 17:00:00,734
2013-08-01 18:00:00,766
2013-08-01 19:00:00,814
2013-08-01 20:00:00,904
2013-08-01 21:00:00,862
2013-08-01 22:00:00,669
2013-08-01 23:00:00,607
2013-08-02 00:00:00,307
2013-08-02 01:00:00,204
2013-08-02 02:00:00,152
2013-08-02 03:00:00,79
2013-08-02 04:00:00,43
2013-08-02 05:00:00,76
2013-08-02 06:00:00,68
2013-08-02 07:00:00,128
2013-08-02 08:00:00,359
2013-08-02 09:00:00,799
2013-08-02 10:00:00,1098
2013-08-02 11:00:00,971
2013-08-02 12:00:00,1053
2013-08-02 13:00:00,1124
2013-08-02 14:00:00,1081
2013-08-02 15:00:00,1051
2013-08-02 16:00:00,1003
2013-08-02 17:00:00,747
2013-08-02 18:00:00,587
2013-08-02 19:00:00,679
2013-08-02 20:00:00,790
2013-08-02 21:00:00,818
2013-08-02 22:00:00,748
2013-08-02 23:00:00,604
2013-08-03 00:00:00,342
2013-08-03 01:00:00,197
2013-08-03 02:00:00,178
2013-08-03 03:00:00,110
2013-08-03 04:00:00,107
2013-08-03 05:00:00,76
2013-08-03 06:00:00,59
2013-08-03 07:00:00,86
2013-08-03 08:00:00,178
2013-08-03 09:00:00,235
2013-08-03 10:00:00,309
2013-08-03 11:00:00,487
2013-08-03 12:00:00,618
2013-08-03 13:00:00,664
2013-08-03 14:00:00,604
2013-08-03 15:00:00,531
2013-08-03 16:00:00,342
2013-08-03 17:00:00,223
2013-08-03 18:00:00,189
2013-08-03 19:00:00,237
2013-08-03 20:00:00,291
2013-08-03 21:00:00,323
2013-08-03 22:00:00,360
2013-08-03 23:00:00,379
2013-08-04 00:00:00,328
2013-08-04 01:00:00,162
2013-08-04 02:00:00,188
2013-08-04 03:00:00,139
2013-08-04 04:00:00,90
2013-08-04 05:00:00,67
2013-08-04 06:00:00,37
2013-08-04 07:00:00,63
2013-08-04 08:00:00,71
2013-08-04 09:00:00,66
2013-08-04 10:00:00,121
2013-08-04 11:00:00,153
2013-08-04 12:00:00,201
2013-08-04 13:00:00,301
2013-08-04 14:00:00,308
2013-08-04 15:00:00,287
2013-08-04 16:00:00,220
2013-08-04 17:00:00,131
2013-08-04 18:00:00,149
2013-08-04 19:00:00,171
2013-08-04 20:00:00,255
2013-08-04 21:00:00,353
2013-08-04 22:00:00,409
2013-08-04 23:00:00,403
2013-08-05 00:00:00,355
2013-08-05 01:00:00,222
2013-08-05 02:00:00,175
2013-08-05 03:00:00,75
2013-08-05 04:00:00,56
2013-08-05 05:00:00,27
2013-08-05 06:00:00,38
2013-08-05 07:00:00,99
2013-08-05 08:00:00,359
2013-08-05 09:00:00,851
2013-08-05 10:00:00,1062
2013-08-05 11:00:00,1022
2013-08-05 12:00:00,1034
2013-08-05 13:00:00,1142
2013-08-05 14:00:00,1164
2013-08-05 15:00:00,1030
2013-08-05 16:00:00,966
2013-08-05 17:00:00,716
2013-08-05 18:00:00,608
2013-08-05 19:00:00,660
2013-08-05 20:00:00,799
2013-08-05 21:00:00,859
2013-08-05 22:00:00,674
2013-08-05 23:00:00,467
2013-08-06 00:00:00,284
2013-08-06 01:00:00,149
2013-08-06 02:00:00,134
2013-08-06 03:00:00,58
2013-08-06 04:00:00,38
2013-08-06 05:00:00,72
2013-08-06 06:00:00,56
2013-08-06 07:00:00,123
2013-08-06 08:00:00,349
2013-08-06 09:00:00,879
2013-08-06 10:00:00,1042
2013-08-06 11:00:00,1019
2013-08-06 12:00:00,1026
