Fecha,idNodo,Total
489,2014-04-10,1388397963712,28854
490,2014-04-10,1351591695721,15549
491,2014-04-10,1388398219644,31186
492,2014-04-10,1388396196672,3410
493,2014-04-10,1388397916219,17621
494,2014-04-10,1388396029879,6133
495,2014-04-10,1351591800440,371294
496,2014-04-10,1351672500995,121064
497,2014-04-10,1388396134379,10631
498,2014-04-10,1388398421885,6190
499,2014-04-10,1388398091067,26109
500,2014-04-10,1388396568021,214
501,2014-04-10,1388397787434,71681
502,2014-04-10,1388395655467,5790
503,2014-04-10,1351671926347,4470
504,2014-04-10,1388396397305,8571
505,2014-04-10,1388398517822,19470
506,2014-04-10,1388397331212,9267
507,2014-04-10,1388396634884,1326
508,2014-04-17,1388397963712,24802
509,2014-04-17,1388395655467,4469
510,2014-04-17,1351591800440,163720
511,2014-04-17,1388397145518,451
512,2014-04-17,1388398577264,77571
513,2014-04-17,1388398156925,21924
514,2014-04-17,1388396397305,1471
515,2014-04-17,1388397694740,31220
516,2014-04-17,1388397916219,16270
517,2014-04-17,1388396196672,3088
518,2014-04-17,1388398517822,15498
519,2014-04-17,1388398091067,24469
520,2014-04-17,1388396134379,8035
521,2014-04-17,1388396290670,717
522,2014-04-17,1388397600522,35514
523,2014-04-17,1388396456974,1437
524,2014-04-17,1388398219644,25740
525,2014-04-17,1388398007205,11096
526,2014-04-17,1388397787434,50628
527,2014-04-17,1388396029879,4049
528,2014-04-17,1388396568021,173
529,2014-04-17,1388398421885,5098
530,2014-04-17,1388397331212,6452
531,2014-04-17,1388396634884,1411
532,2014-04-24,1388397600522,47258
533,2014-04-24,1388398091067,30205
534,2014-04-24,1388396196672,3256
535,2014-04-24,1388398421885,6959
536,2014-04-24,1388396290670,1148
537,2014-04-24,1388395655467,5730
538,2014-04-24,1388397963712,34609
539,2014-04-24,1388397331212,7728
540,2014-04-24,1388396134379,8489
541,2014-04-24,1388396568021,322
542,2014-04-24,1388398517822,23172
543,2014-04-24,1388397694740,40888
544,2014-04-24,1388397787434,58186
545,2014-04-24,1388398156925,34215
546,2014-04-24,1388398219644,33261
547,2014-04-24,1388396634884,1997
548,2014-04-24,1388398577264,97429
549,2014-04-24,1388397916219,19062
550,2014-04-24,1388396456974,2226
551,2014-04-24,1388397145518,571
552,2014-05-01,1388396290670,1236
553,2014-05-01,1388398219644,30652
554,2014-05-01,1388396456974,2317
555,2014-05-01,1388395655467,4732
556,2014-05-01,1388397694740,38072
557,2014-05-01,1388398091067,27662
558,2014-05-01,1388396196672,3604
559,2014-05-01,1388396568021,464
560,2014-05-01,1388397963712,32473
561,2014-05-01,1388398421885,6992
562,2014-05-01,1388397331212,3640
563,2014-05-01,1388396634884,2176
564,2014-05-01,1388397600522,40924
565,2014-05-01,1388396029879,3820
566,2014-05-01,1388398517822,32811
567,2014-05-01,1388398156925,28284
568,2014-05-01,1388397145518,512
569,2014-05-01,1388397787434,65643
570,2014-05-01,1388397916219,16643
571,2014-05-01,1388398577264,90005
572,2014-05-08,1388398219644,32007
573,2014-05-08,1388398156925,34117
574,2014-05-08,1388397963712,35246
575,2014-05-08,1388396029879,5417
576,2014-05-08,1388398577264,40592
577,2014-05-08,1388396456974,2295
578,2014-05-08,1388397145518,587
579,2014-05-08,1388397787434,67248
580,2014-05-08,1388397600522,40711
581,2014-05-08,1388396634884,2553
582,2014-05-08,1388396568021,579
583,2014-05-08,1388397694740,38012
584,2014-05-08,1388398421885,7986
585,2014-05-08,1388396290670,1214
586,2014-05-08,1388398091067,21980
587,2014-05-08,1388396196672,2440
588,2014-05-08,1388397916219,15765
589,2014-05-08,1388395655467,4678
590,2014-05-08,1388398517822,52925
591,2014-05-15,1388398091067,11322
592,2014-05-15,1388398156925,20493
593,2014-05-15,1388396634884,1455
594,2014-05-15,1388397963712,16941
595,2014-05-15,1388395655467,2180
596,2014-05-15,1388398421885,5867
597,2014-05-15,1388396134379,2954
598,2014-05-15,1388398007205,14277
599,2014-05-15,1388396196672,1445
600,2014-05-15,1388397787434,16330
601,2014-05-15,1388396029879,2406
602,2014-05-15,1388398517822,31424
603,2014-05-15,1388396568021,158
604,2014-05-15,1388396290670,368
605,2014-05-15,1388398219644,19526
606,2014-05-15,1388397600522,21149
607,2014-05-15,1388397916219,9439
608,2014-05-15,1388396397305,3172
609,2014-05-15,1388397145518,536
610,2014-05-15,1388396456974,1217
611,2014-05-15,1388397694740,20727
612,2014-05-15,1351591800440,70114
613,2014-05-22,1388398091067,200538
614,2014-05-22,1388396456974,14679
615,2014-05-22,1388398007205,166114
616,2014-05-22,1388395655467,23795
617,2014-05-22,1388398219644,173255
618,2014-05-22,1388397145518,8674
619,2014-05-22,1388397916219,104992
620,2014-05-22,1351672500995,691818
621,2014-05-22,1388398156925,327897
622,2014-05-22,1388396634884,15132
623,2014-05-22,1388396196672,22388
624,2014-05-22,1388397600522,293218
625,2014-05-22,1351591800440,1829603
626,2014-05-22,1388398421885,72123
627,2014-05-22,1351672370785,120721
628,2014-05-22,1388396397305,56733
629,2014-05-22,1388396568021,3011
630,2014-05-22,1388397694740,266058
631,2014-05-22,1388396029879,21831
632,2014-05-22,1388398517822,371184
633,2014-05-29,1388398091067,530708
634,2014-05-29,1388396196672,69833
635,2014-05-29,1388397331212,52549
636,2014-05-29,1388397694740,493286
637,2014-05-29,1388398421885,173694
638,2014-05-29,1351672500995,1583495
639,2014-05-29,1388398156925,829663
640,2014-05-29,1388396634884,36740
641,2014-05-29,1388396456974,38963
642,2014-05-29,1388397916219,326243
643,2014-05-29,1388398517822,631199
644,2014-05-29,1351672370785,499300
645,2014-05-29,1388396397305,127711
646,2014-05-29,1388396568021,5425
647,2014-05-29,1388397600522,226837
648,2014-05-29,1388396029879,35837
649,2014-05-29,1388398007205,424189
650,2014-05-29,1388398219644,539978
651,2014-05-29,1388397145518,18347
652,2014-05-29,1388395655467,16469
653,2014-06-05,1388398219644,324819
654,2014-06-05,1388396634884,26452
655,2014-06-05,1388396196672,66984
656,2014-06-05,1388397145518,21378
657,2014-06-05,1388397916219,336288
658,2014-06-05,1351591800440,3565379
659,2014-06-05,1388398007205,459820
660,2014-06-05,1388398156925,899727
661,2014-06-05,1388397331212,104829
662,2014-06-05,1388396568021,7799
663,2014-06-05,1388398421885,173470
664,2014-06-05,1388398091067,534308
665,2014-06-05,1388396397305,144494
666,2014-06-05,1388396456974,41901
667,2014-06-05,1388398517822,391254
668,2014-06-05,1351672500995,2509066
669,2014-06-12,1388396456974,17182
670,2014-06-12,1388398219644,2050
671,2014-06-12,1388397331212,33748
672,2014-06-12,1388397916219,103259
673,2014-06-12,1388398421885,62322
674,2014-06-12,1388396134379,38132
675,2014-06-12,1388398007205,78051
676,2014-06-12,1388398156925,296043
677,2014-06-12,1388396196672,14680
678,2014-06-12,1388397694740,10662
679,2014-06-12,1388398517822,122949
680,2014-06-12,1388396634884,4356
681,2014-06-12,1388397145518,6404
682,2014-06-12,1388397787434,11404
683,2014-06-12,1351672500995,807511
684,2014-06-12,1388396568021,4760
685,2014-06-12,1388398091067,12272
