2014-07-09 09:00:00, 72
2014-07-09 09:15:00,  0
2014-07-09 09:30:00, 72
2014-07-09 09:45:00, 73
2014-07-09 10:00:00,144
2014-07-09 10:15:00,145
2014-07-09 10:30:00,  0
2014-07-09 10:45:00,  0
2014-07-09 11:00:00,654
2014-07-09 11:15:00, 72
2014-07-09 11:30:00,145
2014-07-09 11:45:00,291
2014-07-09 12:00:00,291
2014-07-09 12:15:00,292
2014-07-09 12:30:00, 72
2014-07-09 12:45:00,653
2014-07-09 13:00:00,220
2014-07-09 13:15:00,290
2014-07-09 13:30:00,216
2014-07-09 13:45:00,  0
2014-07-09 14:00:00,289
2014-07-09 14:15:00,144
2014-07-09 14:30:00,291
2014-07-09 14:45:00, 72
2014-07-09 15:00:00,293
2014-07-09 15:15:00,216
2014-07-09 15:30:00,219
2014-07-09 15:45:00,218
2014-07-09 16:00:00,  0
2014-07-09 16:15:00,288
2014-07-09 16:30:00,218
2014-07-09 16:45:00, 72
2014-07-09 17:00:00,144
2014-07-09 17:15:00, 72
2014-07-09 17:30:00, 72
2014-07-09 17:45:00,145
2014-07-09 18:00:00,144
2014-07-09 18:15:00, 73
2014-07-09 18:30:00,  0
2014-07-09 18:45:00,290
2014-07-09 19:00:00,144
2014-07-09 19:15:00,  0
2014-07-09 19:30:00,145
2014-07-09 19:45:00,144
2014-07-09 20:00:00,  0
2014-07-09 20:15:00, 72
2014-07-09 20:30:00,218
2014-07-09 20:45:00,145
2014-07-09 21:00:00,144
2014-07-09 21:15:00,  0
2014-07-09 21:30:00,  0
2014-07-09 21:45:00, 72
2014-07-09 22:00:00, 73
2014-07-09 22:15:00, 72
2014-07-09 22:30:00, 72
2014-07-09 22:45:00, 72
2014-07-09 23:00:00,146
2014-07-09 23:15:00,144
2014-07-09 23:30:00, 73
2014-07-09 23:45:00,  0
2014-07-10 00:00:00,216
2014-07-10 00:15:00, 72
2014-07-10 00:30:00,  0
2014-07-10 00:45:00, 72
2014-07-10 01:00:00,  0
2014-07-10 01:15:00,  0
2014-07-10 01:30:00, 72
2014-07-10 01:45:00,  0
2014-07-10 02:00:00,  0
2014-07-10 02:15:00, 72
2014-07-10 02:30:00,  0
2014-07-10 02:45:00,  0
2014-07-10 03:00:00,  0
2014-07-10 03:15:00,  0
2014-07-10 03:30:00,  0
2014-07-10 03:45:00,  0
2014-07-10 04:00:00,  0
2014-07-10 04:15:00,  0
2014-07-10 04:30:00, 72
2014-07-10 04:45:00,  0
2014-07-10 05:00:00,  0
2014-07-10 05:15:00,  0
2014-07-10 05:30:00,  0
2014-07-10 05:45:00,  0
2014-07-10 06:00:00,  0
2014-07-10 06:15:00,  0
2014-07-10 06:30:00,  0
2014-07-10 06:45:00,  0
2014-07-10 07:00:00,  0
2014-07-10 07:15:00,  0
2014-07-10 07:30:00,  0
2014-07-10 07:45:00,  0
2014-07-10 08:00:00,  0
2014-07-10 08:15:00,  0
2014-07-10 08:30:00,  0
2014-07-10 08:45:00,  0
2014-07-10 09:00:00, 72
2014-07-10 09:15:00,144
2014-07-10 09:30:00,145
2014-07-10 09:45:00,217
2014-07-10 10:00:00,507
2014-07-10 10:15:00,  0
2014-07-10 10:30:00,360
2014-07-10 10:45:00,144
2014-07-10 11:00:00, 72
2014-07-10 11:15:00,  0
2014-07-10 11:30:00,144
2014-07-10 11:45:00,144
2014-07-10 12:00:00,292
2014-07-10 12:15:00,144
2014-07-10 12:30:00,363
2014-07-10 12:45:00,290
2014-07-10 13:00:00,221
2014-07-10 13:15:00,145
2014-07-10 13:30:00,506
2014-07-10 13:45:00, 72
2014-07-10 14:00:00,435
2014-07-10 14:15:00,145
2014-07-10 14:30:00,293
2014-07-10 14:45:00,288
2014-07-10 15:00:00,290
2014-07-10 15:15:00, 72
2014-07-10 15:30:00,147
2014-07-10 15:45:00,144
2014-07-10 16:00:00,218
2014-07-10 16:15:00, 72
2014-07-10 16:30:00, 73
2014-07-10 16:45:00, 72
2014-07-10 17:00:00, 73
2014-07-10 17:15:00,435
2014-07-10 17:30:00, 72
2014-07-10 17:45:00, 73
2014-07-10 18:00:00,  0
2014-07-10 18:15:00, 72
2014-07-10 18:30:00, 72
2014-07-10 18:45:00, 73
2014-07-10 19:00:00,  0
